"Date","first_purchase_os_name","totalOS"
"2019-10-09","Windows 8",12
"2013-10-17","iOS 7 (iPad)",12
"2017-10-22","iOS (iPad)",12
"2015-07-21","Linux",12
"2018-12-24","Linux",12
"2021-03-04","Windows 8",12
"2014-10-14","Android 4.x Mobile",12
"2014-04-13","Linux",12
"2016-02-14","iOS 8 (iPhone)",12
"2014-09-22","iOS 7 (iPad)",12
"2016-03-04","Mac OS X (iPhone)",12
"2016-08-02","iOS 9 (iPad)",12
"2020-10-19","Windows 8",12
"2015-08-01","iOS 8 (iPad)",12
"2018-03-10","Windows Vista",12
"2016-09-20","Linux",12
"2013-06-06","Linux",12
"2021-01-25","iOS (iPad)",12
"2017-03-31","iOS (iPad)",12
"2013-10-20","Windows 8.1",12
"2019-06-02","Windows 8",12
"2014-07-26","Linux",12
"2014-12-02","Android 4.x Tablet",12
"2017-10-29","Windows Vista",12
"2013-08-27","Linux",12
"2016-04-12","Mac OS X (iPhone)",12
"2013-12-17","Linux",12
"2018-04-07","Windows Vista",12
"2019-06-22","Linux",12
"2015-09-14","iOS 8 (iPad)",12
"2020-01-17","Android 1.x",12
"2017-10-06","Windows XP",12
"2014-07-26","iOS 7 (iPad)",12
"2020-12-16","Windows 8",12
"2021-07-29","Windows 8",12
"2013-08-05","Linux",12
"2014-06-20","iOS 7 (iPad)",12
"2014-09-16","Android 4.x Mobile",12
"2013-09-25","iOS (iPad)",12
"2021-10-20","iOS (iPad)",12
"2016-01-06","Mac OS X (iPhone)",12
"2014-06-07","Linux",12
"2014-04-29","Android 4.x Mobile",12
"2015-10-03","Linux",12
"2020-10-06","Windows 8",12
"2016-05-22","iOS 9 (iPad)",12
"2016-09-30","iOS 9 (iPhone)",12
"2018-06-11","iOS (iPad)",12
"2016-05-12","iOS 9 (iPhone)",12
"2015-09-03","iOS 7 (iPad)",12
"2018-03-09","Windows XP",12
"2021-10-24","Linux",12
"2014-01-04","Linux",12
"2021-07-29","iOS (iPad)",12
"2016-02-14","Android 4.x Tablet",12
"2019-05-19","Linux",12
"2016-08-05","Linux",12
"2017-10-20","Linux",12
"2017-02-21","iOS (iPad)",12
"2013-04-25","iOS 6 (iPad)",12
"2018-08-17","Windows Vista",12
"2019-11-22","iOS (iPad)",12
"2021-07-16","Windows 8",12
"2019-12-13","Windows 8",12
"2019-02-13","Windows Vista",12
"2020-02-21","iOS (iPad)",12
"2014-01-19","iOS 7 (iPad)",12
"2021-12-18","Linux",12
"2015-07-28","iOS 8 (iPad)",12
"2013-07-22","Linux",12
"2019-12-18","Windows 8",12
"2018-01-13","iOS (iPad)",12
"2017-06-08","iOS (iPad)",12
"2019-06-01","Linux",12
"2018-08-06","Windows XP",12
"2015-10-31","iOS 8 (iPhone)",12
"2017-12-02","Linux",12
"2018-12-22","iOS (iPad)",12
"2014-06-23","iOS 7 (iPad)",12
"2014-10-03","iOS 7 (iPad)",12
"2014-10-24","Linux",12
"2017-03-07","Linux",12
"2019-04-30","Windows 8",12
"2021-03-29","iOS (iPad)",12
"2018-01-14","Windows XP",12
"2016-08-14","Android",12
"2016-04-28","Mac OS X (iPhone)",12
"2016-03-09","iOS (iPad)",12
"2014-10-21","Android 4.x Mobile",12
"2016-12-16","iOS (iPad)",12
"2020-05-21","iOS (iPad)",12
"2017-03-18","Windows Vista",12
"2020-08-29","Windows 8",12
"2017-10-29","Windows 8",12
"2020-09-01","iOS (iPad)",12
"2016-10-18","iOS 9 (iPad)",12
"2017-06-23","iOS (iPad)",12
"2018-09-27","Windows Vista",12
"2016-12-26","Windows 8",12
"2021-10-14","Windows 8",12
"2018-11-15","iOS (iPad)",12
"2017-10-05","iOS (iPad)",12
"2017-11-23","iOS 9 (iPad)",12
"2018-07-21","Linux",12
"2021-05-31","Windows 8",12
"2021-04-29","Windows 8",12
"2014-05-05","Android 4.x Mobile",12
"2014-10-04","Linux",12
"2016-04-05","Android 4.x Mobile",12
"2019-12-28","Android 1.x",12
"2018-08-03","Windows 8",12
"2015-09-17","iOS 8 (iPad)",12
"2018-06-08","Windows Vista",12
"2014-06-06","Linux",12
"2013-12-09","iOS 7 (iPad)",12
"2014-06-27","iOS 7 (iPhone)",12
"2013-05-13","Linux",12
"2014-02-17","Linux",12
"2013-03-08","iOS 6 (iPad)",12
"2013-08-30","iOS 6 (iPad)",12
"2020-08-03","Windows 8",12
"2016-06-26","Windows Vista",12
"2013-12-27","iOS 7 (iPad)",12
"2017-04-14","Linux",12
"2020-02-22","iOS (iPad)",12
"2018-05-17","Windows XP",12
"2018-12-15","iOS (iPad)",12
"2016-05-01","Android",12
"2015-09-24","iOS (iPad)",12
"2017-02-26","Windows Vista",12
"2018-02-19","Windows XP",12
"2017-02-05","Linux",12
"2017-03-26","Windows Vista",12
"2015-07-13","Windows 10",12
"2016-12-19","iOS 9 (iPhone)",12
"2017-07-15","iOS (iPad)",12
"2013-09-09","iOS 6 (iPhone)",12
"2020-01-14","Windows 8",12
"2016-05-06","Android",12
"2020-06-14","Windows 8",12
"2016-01-11","Mac OS X (iPhone)",12
"2013-11-22","Linux",12
"2016-10-24","Windows Vista",12
"2016-10-23","Android",12
"2013-06-30","iOS 6 (iPad)",12
"2017-04-09","Android",12
"2020-09-15","Windows 8",12
"2018-07-22","iOS (iPad)",12
"2021-01-16","Linux",12
"2016-06-01","iOS 9 (iPhone)",12
"2014-03-21","Linux",12
"2017-05-29","Linux",12
"2018-09-20","Windows XP",12
"2016-01-06","Chrome OS",12
"2020-02-28","Windows 8",12
"2014-06-13","Linux",12
"2018-12-09","Linux",12
"2021-03-09","iOS (iPad)",12
"2016-03-12","Chrome OS",12
"2013-07-17","iOS 6 (iPad)",12
"2021-03-25","iOS (iPad)",12
"2015-08-26","iOS 8 (iPad)",12
"2017-10-22","Linux",12
"2018-03-17","Windows XP",12
"2015-10-30","Android 4.x Tablet",12
"2016-05-29","Chrome OS",12
"2020-07-09","iOS (iPad)",12
"2020-11-07","Windows 8",12
"2017-10-06","Linux",12
"2014-04-03","Android 4.x Mobile",12
"2017-09-10","Windows XP",12
"2014-05-07","iOS 7 (iPad)",12
"2017-10-09","Windows Vista",12
"2018-10-22","Windows Vista",12
"2020-06-22","Windows 8",12
"2021-05-19","iOS (iPad)",12
"2016-04-21","Chrome OS",12
"2019-03-18","Windows XP",12
"2015-09-19","Linux",12
"2017-01-08","Linux",12
"2017-06-12","Linux",12
"2017-08-12","iOS (iPad)",12
"2014-12-23","Linux",12
"2019-01-23","Windows XP",12
"2016-08-26","Linux",12
"2014-05-10","Linux",12
"2017-10-29","Linux",12
"2016-07-02","Android",12
"2017-12-10","iOS (iPad)",12
"2016-12-05","iOS (iPad)",12
"2014-11-19","Linux",12
"2016-07-21","iOS 9 (iPad)",12
"2014-06-23","Android 4.x Mobile",12
"2013-03-20","Linux",12
"2013-05-26","iOS 6 (iPad)",12
"2019-11-30","Linux",12
"2016-11-18","Linux",12
"2016-03-26","Android",12
"2017-10-22","Windows XP",12
"2014-02-03","iOS 7 (iPad)",12
"2018-12-28","Windows XP",12
"2017-07-31","Linux",12
"2021-03-27","iOS (iPad)",12
"2021-05-02","Linux",12
"2017-04-24","Linux",12
"2021-03-12","Windows 8",12
"2018-01-01","Windows 8",12
"2015-07-08","Windows 10",12
"2020-01-03","Windows 8",12
"2018-06-25","Windows XP",12
"2017-11-05","Linux",12
"2013-11-05","Linux",12
"2016-11-07","iOS 9 (iPad)",12
"2020-01-19","Windows 8",12
"2013-06-24","iOS 6 (iPad)",12
"2017-02-05","iOS (iPad)",12
"2020-08-28","Windows 8",12
"2014-06-16","iOS 7 (iPhone)",12
"2014-01-09","iOS 7 (iPad)",12
"2021-03-05","Windows 8",12
"2021-07-09","Linux",12
"2014-03-10","iOS 7 (iPad)",12
"2018-06-25","Windows Vista",12
"2016-05-11","Android",12
"2019-10-26","Linux",12
"2017-01-02","iOS (iPad)",12
"2016-02-20","Chrome OS",12
"2016-12-25","Windows 8",12
"2016-09-27","Mac OS X (iPhone)",12
"2013-08-06","Linux",12
"2017-01-22","Android",12
"2019-10-12","Windows 8",12
"2018-01-07","Windows Vista",12
"2017-11-25","iOS (iPad)",12
"2019-11-08","Linux",12
"2018-06-11","Windows XP",12
"2016-08-13","Android",12
"2016-08-10","Linux",12
"2013-04-24","Linux",12
"2019-12-04","Windows 8",12
"2020-08-08","iOS (iPad)",12
"2016-07-16","Chrome OS",12
"2018-04-01","Windows 8",12
"2017-05-19","Android",12
"2015-05-21","Windows",12
"2020-11-26","Windows 8",12
"2015-09-07","iOS 8 (iPad)",12
"2014-05-06","iOS 7 (iPad)",12
"2017-10-21","Windows Vista",12
"2013-10-07","iOS 7 (iPhone)",12
"2017-03-25","Windows XP",12
"2013-05-16","Linux",12
"2016-08-18","Linux",12
"2014-08-15","iOS 7 (iPad)",12
"2014-04-06","iOS 7 (iPad)",12
"2014-05-02","iOS 7 (iPhone)",12
"2021-12-19","Linux",12
"2017-10-16","Windows Vista",12
"2019-05-19","Windows 8",12
"2020-09-12","Windows 8",11
"2017-06-02","Windows Vista",11
"2016-04-11","iOS (iPad)",11
"2018-05-29","Windows XP",11
"2014-12-27","iOS (iPad)",11
"2016-01-15","iOS (iPad)",11
"2014-02-02","Linux",11
"2020-04-26","iOS (iPad)",11
"2020-10-08","iOS (iPad)",11
"2016-04-01","Mac OS X (iPhone)",11
"2019-10-26","Windows 8",11
"2021-09-08","iOS (iPad)",11
"2014-04-12","Linux",11
"2017-08-13","Linux",11
"2018-04-13","Windows Vista",11
"2018-10-13","Linux",11
"2017-09-14","iOS 9 (iPad)",11
"2019-03-06","Windows Vista",11
"2017-05-02","iOS (iPad)",11
"2016-02-21","unknown",11
"2018-01-13","Windows XP",11
"2017-10-14","Windows XP",11
"2016-05-14","iOS 9 (iPhone)",11
"2016-09-11","Windows XP",11
"2020-10-25","Linux",11
"2014-11-23","Linux",11
"2013-05-19","Linux",11
"2013-06-20","iOS 6 (iPad)",11
"2016-04-23","Chrome OS",11
"2020-07-03","iOS (iPad)",11
"2016-10-18","iOS (iPad)",11
"2020-03-20","Windows 8",11
"2016-01-01","iOS 8 (iPhone)",11
"2013-09-19","Linux",11
"2020-01-09","iOS (iPad)",11
"2016-03-16","iOS (iPad)",11
"2014-05-25","iOS 7 (iPad)",11
"2019-07-10","Windows XP",11
"2015-04-27","iOS (iPad)",11
"2017-09-24","iOS (iPad)",11
"2016-04-16","Linux",11
"2014-02-24","iOS 7 (iPad)",11
"2017-05-11","Windows Vista",11
"2016-07-09","Windows Vista",11
"2015-08-04","iOS 8 (iPad)",11
"2015-01-05","Android 4.x Mobile",11
"2018-03-08","Windows Vista",11
"2020-01-26","Android 1.x",11
"2018-12-25","Linux",11
"2013-10-22","Linux",11
"2016-09-03","iOS 9 (iPad)",11
"2016-03-24","Android",11
"2013-12-19","iOS 7 (iPad)",11
"2016-02-02","unknown",11
"2014-10-07","iOS 7 (iPad)",11
"2014-04-11","Android 4.x Mobile",11
"2017-03-06","Linux",11
"2019-10-20","iOS (iPad)",11
"2019-01-29","Windows Vista",11
"2016-03-13","iOS (iPad)",11
"2016-01-31","iOS (iPad)",11
"2014-01-06","Linux",11
"2014-06-02","Android 4.x Mobile",11
"2015-09-08","iOS 8 (iPhone)",11
"2014-12-28","iOS 7 (iPad)",11
"2019-05-23","Windows Vista",11
"2018-02-04","Linux",11
"2019-04-11","Windows XP",11
"2018-07-20","Linux",11
"2017-12-31","Linux",11
"2018-10-16","Windows Vista",11
"2017-12-23","Windows XP",11
"2017-04-29","Windows Vista",11
"2021-06-27","Linux",11
"2020-09-21","Windows 8",11
"2020-02-09","iOS (iPad)",11
"2014-10-16","Android 4.x Mobile",11
"2021-05-06","iOS (iPad)",11
"2014-11-28","iOS 7 (iPad)",11
"2016-04-21","iOS (iPad)",11
"2019-09-07","Windows 8",11
"2015-10-24","Android",11
"2017-07-22","Linux",11
"2016-03-22","Mac OS X (iPhone)",11
"2017-04-15","iOS (iPad)",11
"2016-02-06","iOS (iPad)",11
"2018-04-22","Windows 8",11
"2016-11-14","Linux",11
"2016-04-17","Mac OS X (iPhone)",11
"2017-03-18","iOS (iPad)",11
"2013-09-30","iOS (iPad)",11
"2015-08-19","iOS 8 (iPad)",11
"2017-04-20","Android 4.x Mobile",11
"2018-01-25","Windows Vista",11
"2014-01-25","iOS 7 (iPad)",11
"2018-03-31","Windows 8",11
"2017-04-17","iOS 9 (iPad)",11
"2018-05-04","Windows Vista",11
"2017-07-29","Linux",11
"2018-06-17","Windows 8",11
"2021-08-06","iOS (iPad)",11
"2018-12-31","Windows Vista",11
"2017-12-01","Windows Vista",11
"2017-07-24","Windows Vista",11
"2018-04-07","iOS (iPad)",11
"2016-06-09","Android",11
"2020-01-10","Windows 8",11
"2021-03-15","iOS (iPad)",11
"2015-02-25","Android 4.x Tablet",11
"2015-12-24","Android 4.x Mobile",11
"2014-01-08","iOS 7 (iPad)",11
"2016-12-15","Linux",11
"2016-12-31","iOS 9 (iPhone)",11
"2017-11-05","Windows Vista",11
"2018-08-26","iOS (iPad)",11
"2017-02-26","iOS (iPad)",11
"2020-08-09","iOS (iPad)",11
"2015-07-25","Windows 10",11
"2021-08-12","Linux",11
"2017-09-02","Windows XP",11
"2021-07-12","Windows 8",11
"2019-06-19","Windows XP",11
"2019-03-20","Windows XP",11
"2018-02-16","Windows XP",11
"2014-10-18","Linux",11
"2019-01-27","Windows 8",11
"2016-12-04","Mac OS X (iPhone)",11
"2016-12-17","Chrome OS",11
"2017-05-19","Windows Vista",11
"2016-07-28","iOS 9 (iPad)",11
"2020-12-26","Linux",11
"2014-01-10","iOS 7 (iPad)",11
"2013-03-07","iOS 6 (iPad)",11
"2014-10-15","Linux",11
"2014-07-27","Linux",11
"2014-04-30","Android 4.x Mobile",11
"2018-02-20","Windows Vista",11
"2018-01-22","Windows Vista",11
"2019-10-13","Windows 8",11
"2017-08-07","Linux",11
"2015-07-27","iOS 8 (iPhone)",11
"2019-12-19","Windows 8",11
"2020-01-12","iOS (iPad)",11
"2013-06-26","Linux",11
"2017-07-20","Windows Vista",11
"2021-05-07","iOS (iPad)",11
"2020-05-01","iOS (iPad)",11
"2018-06-04","Windows Vista",11
"2015-01-01","iOS (iPad)",11
"2013-10-24","iOS 7 (iPad)",11
"2016-02-06","Android",11
"2021-11-23","Windows 8",11
"2017-12-13","iOS (iPad)",11
"2014-04-09","Android 4.x Mobile",11
"2018-08-24","Windows Vista",11
"2015-07-10","iOS (iPad)",11
"2018-01-28","Windows Vista",11
"2014-03-24","iOS 7 (iPad)",11
"2020-02-19","iOS (iPad)",11
"2020-12-27","Linux",11
"2014-11-24","iOS 7 (iPhone)",11
"2017-01-12","Linux",11
"2016-03-16","Mac OS X (iPhone)",11
"2020-01-05","iOS (iPad)",11
"2016-12-12","iOS (iPad)",11
"2018-02-22","Windows XP",11
"2016-09-21","Linux",11
"2014-12-19","Android 4.x Mobile",11
"2020-05-15","iOS (iPad)",11
"2016-11-12","Linux",11
"2016-02-04","Mac OS X (iPhone)",11
"2019-08-26","Windows 8",11
"2018-05-20","iOS (iPad)",11
"2018-01-17","Windows Vista",11
"2018-08-16","Windows XP",11
"2014-07-03","iOS 7 (iPhone)",11
"2014-11-25","Mac OS X (iPhone)",11
"2019-01-28","Windows XP",11
"2014-03-20","Android 4.x Mobile",11
"2017-03-31","Linux",11
"2018-05-12","Linux",11
"2020-06-28","iOS (iPad)",11
"2016-10-22","Android",11
"2015-10-30","iOS 8 (iPad)",11
"2018-12-23","Linux",11
"2015-04-01","Windows",11
"2020-02-13","Windows XP",11
"2021-10-19","iOS (iPad)",11
"2013-12-04","iOS 7 (iPad)",11
"2015-07-23","Windows 10",11
"2019-11-30","Windows 8",11
"2018-01-27","Linux",11
"2019-05-18","Windows 8",11
"2013-10-31","iOS 7 (iPhone)",11
"2018-07-28","Linux",11
"2019-04-16","Windows XP",11
"2019-01-19","Windows XP",11
"2020-08-22","Windows 8",11
"2018-08-13","Windows XP",11
"2015-02-27","iOS 7 (iPad)",11
"2016-12-25","Windows Vista",11
"2016-05-29","Android",11
"2013-12-27","Linux",11
"2016-01-24","iOS (iPad)",11
"2021-03-18","Windows 8",11
"2017-08-04","Linux",11
"2020-12-03","Linux",11
"2018-06-18","Windows Vista",11
"2013-09-24","iOS 6 (iPad)",11
"2016-11-08","iOS (iPad)",11
"2015-12-31","Linux",11
"2021-07-31","Linux",11
"2013-10-30","iOS 6 (iPad)",11
"2018-07-02","Linux",11
"2018-06-12","Windows Vista",11
"2017-11-12","Windows Vista",11
"2020-04-13","iOS (iPad)",11
"2018-04-11","iOS 9 (iPad)",11
"2017-06-25","Android",11
"2018-04-02","Windows Vista",11
"2013-09-23","iOS 6 (iPad)",11
"2018-12-06","Windows XP",11
"2018-08-04","Linux",11
"2014-10-09","Android 4.x Mobile",11
"2016-09-26","Mac OS X (iPhone)",11
"2017-01-31","Linux",11
"2013-07-27","iOS 6 (iPad)",11
"2020-08-24","Windows 8",11
"2018-10-24","Windows XP",11
"2018-03-02","Windows Vista",11
"2015-10-21","iOS (iPad)",11
"2016-09-15","iOS (iPad)",11
"2013-05-24","Linux",11
"2020-01-11","iOS (iPad)",11
"2015-11-20","iOS (iPad)",11
"2020-07-31","Windows 8",11
"2018-09-28","Windows XP",11
"2015-12-19","Windows Vista",11
"2014-06-06","Android 4.x Mobile",11
"2021-07-22","iOS (iPad)",11
"2016-10-30","iOS (iPad)",11
"2017-03-04","Linux",11
"2018-05-06","Windows Vista",11
"2021-02-26","iOS (iPad)",11
"2016-05-15","iOS 9 (iPhone)",11
"2021-04-17","Windows 8",11
"2016-09-11","iOS 9 (iPhone)",11
"2015-06-15","Windows 10",11
"2017-04-28","Windows Vista",11
"2015-02-10","Android 4.x Tablet",11
"2014-05-13","iOS 7 (iPhone)",11
"2018-03-05","Windows Vista",11
"2019-10-05","Windows 8",11
"2016-03-17","iOS (iPad)",11
"2016-03-19","Android",11
"2016-05-08","Android",11
"2017-05-22","iOS (iPad)",11
"2020-11-01","Linux",11
"2013-08-16","Linux",11
"2017-07-23","iOS (iPad)",11
"2017-06-08","Windows Vista",11
"2014-06-30","Android 4.x Mobile",11
"2021-12-25","Linux",11
"2015-07-07","Windows 10",11
"2014-11-18","iOS 7 (iPad)",11
"2014-05-20","Android 4.x Tablet",11
"2019-03-06","Windows XP",11
"2018-03-23","Windows Vista",11
"2017-05-27","Windows XP",11
"2021-10-16","Linux",11
"2018-11-11","iOS (iPad)",11
"2018-11-02","Windows 8",11
"2014-01-13","Linux",11
"2015-09-27","iOS 8 (iPad)",11
"2021-02-26","Windows 8",11
"2016-12-06","Linux",11
"2015-02-04","Android 4.x Tablet",11
"2013-10-16","Windows 8.1",11
"2014-06-18","iOS 7 (iPad)",11
"2021-10-07","Windows 8",11
"2019-06-12","Windows XP",11
"2014-02-17","iOS 7 (iPad)",11
"2017-06-04","Linux",11
"2019-07-08","Windows XP",11
"2021-01-28","Windows 8",11
"2016-11-11","Linux",11
"2015-10-01","iOS 8 (iPad)",11
"2014-05-12","iOS 7 (iPad)",11
"2020-05-09","iOS (iPad)",11
"2017-04-08","Linux",11
"2015-06-09","Windows 10",11
"2018-07-09","Windows Vista",11
"2018-06-13","Windows Vista",11
"2019-04-04","Windows XP",11
"2021-04-12","iOS (iPad)",11
"2015-08-18","iOS 8 (iPad)",11
"2016-09-19","iOS 9 (iPad)",11
"2014-03-29","Android 4.x Mobile",11
"2016-12-23","iOS 9 (iPhone)",11
"2018-07-25","Windows Vista",11
"2021-03-14","Linux",11
"2019-11-08","Windows 8",11
"2014-04-16","iOS 7 (iPhone)",11
"2018-08-10","Windows XP",11
"2014-03-13","Android 4.x Mobile",11
"2017-05-08","Linux",11
"2017-08-30","iOS (iPad)",11
"2017-06-24","iOS (iPad)",11
"2016-01-12","Linux",11
"2016-01-17","Chrome OS",11
"2014-11-08","Linux",11
"2017-08-13","Windows Vista",11
"2016-05-15","iOS 9 (iPad)",11
"2017-01-27","iOS (iPad)",11
"2014-12-15","Linux",11
"2016-01-07","Mac OS X (iPhone)",11
"2017-08-23","iOS 9 (iPhone)",11
"2015-01-30","Android 4.x Mobile",11
"2014-11-04","iOS 7 (iPad)",11
"2021-04-13","Windows 8",11
"2019-02-11","Windows Vista",11
"2020-07-16","iOS (iPad)",11
"2014-03-12","Android 4.x Mobile",11
"2016-09-28","Mac OS X (iPhone)",11
"2019-10-30","Android 1.x",11
"2016-12-11","Mac OS X (iPhone)",11
"2014-05-30","iOS 7 (iPhone)",11
"2019-05-30","Windows XP",11
"2019-04-21","iOS (iPad)",11
"2017-01-20","Linux",11
"2021-12-16","iOS (iPad)",11
"2013-08-28","iOS 6 (iPad)",11
"2014-03-12","iOS 7 (iPhone)",11
"2019-01-25","Windows XP",11
"2019-10-17","Windows 8",11
"2014-08-24","iOS 7 (iPad)",11
"2021-04-29","iOS (iPad)",11
"2014-07-29","Android 4.x Mobile",11
"2014-09-05","Android 4.x Tablet",11
"2021-11-30","iOS (iPad)",11
"2013-05-29","iOS 6 (iPad)",11
"2017-07-04","iOS (iPad)",11
"2018-06-27","Windows Vista",11
"2016-12-06","iOS (iPad)",11
"2017-10-15","Windows Vista",11
"2014-08-03","Linux",11
"2020-09-27","Linux",11
"2017-07-30","Windows XP",11
"2015-09-11","iOS 8 (iPad)",11
"2021-01-04","Windows 8",11
"2013-06-09","iOS 6 (iPad)",11
"2014-09-19","iOS 7 (iPad)",11
"2016-05-26","iOS 9 (iPad)",11
"2018-02-07","Windows Vista",11
"2017-05-28","Windows Vista",11
"2016-02-06","Chrome OS",11
"2021-03-10","Windows 8",11
"2020-01-06","Windows XP",11
"2016-09-30","iOS 9 (iPad)",11
"2017-06-20","iOS 9 (iPad)",11
"2016-08-20","iOS 9 (iPhone)",11
"2021-10-05","iOS (iPad)",11
"2020-11-12","iOS (iPad)",11
"2016-09-29","Linux",11
"2017-10-08","Windows Vista",11
"2020-12-09","iOS (iPad)",11
"2015-11-30","Android 4.x Tablet",11
"2015-12-01","iOS 8 (iPad)",11
"2018-02-10","Linux",11
"2016-01-09","Android",11
"2018-04-01","Linux",11
"2019-03-31","Linux",11
"2017-11-13","iOS (iPad)",11
"2018-09-30","Windows 8",11
"2016-02-29","Android",11
"2016-10-20","Android",11
"2017-10-04","Windows Vista",11
"2017-08-22","iOS 9 (iPhone)",11
"2018-06-16","iOS (iPad)",11
"2015-12-13","Linux",11
"2016-01-23","iOS (iPad)",11
"2014-07-02","Linux",11
"2017-06-23","Windows Vista",11
"2017-11-18","Linux",11
"2016-12-24","Windows XP",11
"2013-08-09","iOS 6 (iPad)",11
"2015-07-02","iOS (iPad)",11
"2014-10-17","Android 4.x Mobile",11
"2019-10-13","Linux",11
"2021-03-28","Linux",11
"2018-09-03","Windows XP",11
"2019-08-15","Windows 8",11
"2021-01-25","Windows 8",11
"2020-12-23","iOS (iPad)",11
"2016-02-06","Mac OS X (iPhone)",11
"2018-01-10","Windows XP",11
"2014-06-09","Linux",11
"2017-09-23","iOS (iPad)",11
"2017-04-01","Windows Vista",11
"2013-11-08","iOS 7 (iPad)",11
"2016-07-04","Chrome OS",11
"2021-03-30","unknown",11
"2013-12-12","Linux",11
"2014-04-17","Linux",11
"2015-06-16","Windows 10",11
"2017-01-26","iOS (iPad)",11
"2016-02-29","iOS (iPad)",11
"2018-10-08","Windows Vista",11
"2021-06-24","Windows 8",11
"2014-03-01","iOS 7 (iPad)",11
"2019-07-01","Windows XP",11
"2013-03-10","iOS 6 (iPad)",11
"2013-12-04","Linux",11
"2013-05-21","Linux",11
"2015-04-14","iOS (iPad)",11
"2016-04-04","Mac OS X (iPhone)",11
"2017-10-29","Windows XP",11
"2016-04-20","Linux",11
"2017-04-09","Windows XP",11
"2020-04-11","iOS (iPad)",11
"2020-01-23","iOS (iPad)",11
"2016-11-03","iOS 8 (iPad)",11
"2013-12-26","Linux",11
"2020-04-05","Windows 8",11
"2016-05-08","Windows Vista",11
"2014-04-08","iOS 7 (iPhone)",11
"2014-05-31","Linux",11
"2020-06-07","iOS (iPad)",11
"2016-06-11","iOS 9 (iPad)",11
"2015-11-29","iOS (iPad)",11
"2016-04-03","Chrome OS",11
"2021-04-26","Windows 8",11
"2014-01-07","iOS 7 (iPad)",11
"2017-12-13","Linux",11
"2018-01-19","Windows XP",11
"2020-03-27","iOS (iPad)",11
"2018-03-10","Windows XP",11
"2019-12-21","iOS (iPad)",11
"2020-10-20","iOS (iPad)",11
"2020-08-31","iOS (iPad)",11
"2019-10-03","Windows 8",11
"2021-02-18","iOS (iPad)",11
"2016-09-25","Linux",11
"2016-12-08","Linux",11
"2014-02-28","Linux",11
"2016-04-16","Mac OS X (iPhone)",11
"2017-04-25","iOS (iPad)",11
"2020-11-28","Windows 8",11
"2014-04-26","Android 4.x Mobile",11
